fb_code,Class,Order,Family,Genus,species,Home_range,Diel_activity,Size_group,Level_water,TempOccurrence_min,TempOccurrence_mean,TempOccurrence_max,Body_size_max,Size_class,Body_shape,Aspect_ratio,Nphoto,Caudal_fin,Mouth_position,Trophic_level,Diet,Spawning,Depth_min,Depth_max,Depth_range,Allometric_a,Allometric_b,Level_length_weight,PLD,PLD_level,Life_span,Geographic_range_index,Range_extension,Lat_Max_South,Lat_Max_North,Province_2,Province_3,Province_4,Province_6,Province_7,Province_10,Province_11,Province_12,Province_13,Province_14,Province_15,Province_16,Province_17,Province_43,Province_44,Province_45,Province_46,Province_47,Province_48,Province_50,Total_OcuProv,AT,EP,IUCN_status,Vulnerability,Price_category,
16301,actinopterygii,perciformes,blenniidae,lipophrys,lipophrys trigloides,sed,day,sol,bottom,"14,67","18,83","23,62",13,s2,elongated,"0,815089",1,truncated,subterminal,"4,5",om,demersal,0,6,6,"0,014905494","3,017,856,658",family,70,species,NA,53,native,"13,91","47,3",0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,1,0,lc,"23,67",not_targeted,
22631,actinopterygii,perciformes,blenniidae,lipophrys,lipophrys velifer,sed,day,sol,bottom,21,"23,98","26,94","5,8",s1,elongated,NA,NA,truncated,subterminal,NA,om,demersal,0,6,6,"0,014905494","3,017,856,658",family,70,genus,NA,14,native,"0,19","28,39",0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3,1,0,lc,NA,not_targeted,
6592,actinopterygii,perciformes,sparidae,lithognathus,lithognathus aureti,mob,day,medg,low,13,"15,35","18,05",100,s6,fusiform,"188,707",1,forked,terminal,"3,4",im,pelagic,1,150,149,"0,02234706","3,043,787,933",family,NA,,50,10,native,"-22,9","-22,9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,nt,"69,42",low,
13673,actinopterygii,mugiliformes,mugilidae,liza,liza carinata,vmob,both,largeg,high,"15,67","20,33","26,02",18,s3,fusiform,"185,905",2,forked,terminal,"2,1",hd,pelagic,NA,NA,NA,"0,0887","2,205",species,NA,,NA,7,lessepsian,"32,5","38,2",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,ne,"24,6",medium,
1077,actinopterygii,perciformes,lobotidae,lobotes,lobotes surinamensis,NA,NA,NA,NA,"19,8","23,21","26,8",110,s6,compressed,"170,522",1,rounded,terminal,4,NA,NA,0,70,70,"0,0428","2,84",species,NA,,3,94,native,"-35,3","42,73",0,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,8,1,1,lc,"34,52",very high,
3683,actinopterygii,perciformes,opistognathidae,lonchopisthus,lonchopisthus micrognathus,sed,day,sol,bottom,"24,04","26,93","29,68","17,8",s3,elongated,NA,NA,lanceolated,subterminal,"3,7",im,oral,8,90,82,"0,01525213",3,family,NA,,NA,33,native,"10,53",30,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,lc,10,not_targeted,
16580,actinopterygii,perciformes,chaenopsidae,lucayablennius,lucayablennius zingaro,sed,day,sol,bottom,"25,24","27,29","29,52",5,s1,elongated,NA,NA,truncated,elongated,"3,5",im,demersal,13,106,93,"0,007705413","2,962",family,NA,,NA,22,native,"11,8",27,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,lc,10,not_targeted,
3767,actinopterygii,perciformes,blenniidae,lupinoblennius,lupinoblennius nicholsi,NA,NA,NA,bottom,"19,43","24,66","29,5",6,s1,elongated,NA,NA,truncated,subterminal,NA,NA,demersal,0,10,10,"0,014905494","3,017,856,658",family,NA,,NA,14,native,"20,6","32,7",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,lc,"12,01",not_targeted,
48360,actinopterygii,perciformes,blenniidae,lupinoblennius,lupinoblennius vinctus,NA,NA,NA,bottom,"25,13","27,4","29,31",5,s1,elongated,NA,NA,truncated,subterminal,NA,hd,demersal,0,2,2,"0,014905494","3,017,856,658",family,NA,,2,10,native,"11,8",27,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,nt,10,not_targeted,
1401,actinopterygii,perciformes,lutjanidae,lutjanus,lutjanus agennes,mob,day,smallg,low,23,"25,5","28,44",139,s6,fusiform,NA,NA,truncated,terminal,4,im,pelagic,1,80,79,"0,007067115","3,260,642,738",genus,33,genus,NA,12,native,"0,19","15,63",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,1,0,dd,"69,82",high,
1403,actinopterygii,perciformes,lutjanidae,lutjanus,lutjanus analis,mob,day,smallg,low,"23,22","25,96","28,85",94,s6,fusiform,"16,903",1,truncated,terminal,"3,9",im,pelagic,1,95,94,"0,0042","3,32",species,37,species,NA,50,native,"-27,6","34,7",0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,5,1,0,nt,"55,17",high,
1404,actinopterygii,perciformes,lutjanidae,lutjanus,lutjanus apodus,mob,day,smallg,low,"23,47","26,15","28,98","79,1",s5,fusiform,"177,557",1,truncated,terminal,"4,3",im,pelagic,1,89,88,"0,0216","2,92",species,39,species,NA,50,native,"-24,98","34,7",0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,5,1,0,lc,"36,57",high,
1405,actinopterygii,perciformes,lutjanidae,lutjanus,lutjanus aratus,mob,night,sol,low,"23,47","25,56","27,76",100,s6,fusiform,"184,866",1,truncated,terminal,"4,1",im,pelagic,1,50,49,"0,0126",3,species,33,genus,NA,32,native,-12,"30,3",0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,4,0,1,lc,"55,4",high,
1408,actinopterygii,perciformes,lutjanidae,lutjanus,lutjanus argentiventris,vmob,night,smallg,bottom,"22,71","24,71","26,99",71,s5,fusiform,"183,874",1,truncated,terminal,4,im,pelagic,3,94,91,"0,01733971",3,species,26,species,NA,34,native,-12,"37,4",0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,5,0,1,lc,"55,83",low,
1419,actinopterygii,perciformes,lutjanidae,lutjanus,lutjanus buccanella,mob,day,smallg,low,"23,51","26,12","28,89",75,s5,fusiform,"10,181",1,truncated,terminal,"3,9",im,pelagic,5,200,195,"0,007067115","3,260,642,738",genus,26,species,NA,50,native,"-24,98","34,7",0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,5,1,0,dd,"61,98",high,
1423,actinopterygii,perciformes,lutjanidae,lutjanus,lutjanus campechanus,mob,day,smallg,low,"20,8","25,11","29,39",100,s6,fusiform,"143,242",1,truncated,terminal,"3,9",im,pelagic,10,190,180,"0,007067115","3,260,642,738",genus,28,species,57,25,native,"20,6","34,7",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,vu,"55,11",very high,
1426,actinopterygii,perciformes,lutjanidae,lutjanus,lutjanus colorado,vmob,night,sol,bottom,"23,73","25,57","27,54",91,s6,fusiform,"178,252",1,truncated,terminal,"3,1",im,pelagic,1,90,89,"0,01517121",3,species,33,genus,NA,24,native,"-1,29","37,4",0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,1,lc,"54,14",high,
1427,actinopterygii,perciformes,lutjanidae,lutjanus,lutjanus cyanopterus,mob,day,smallg,low,"23,26","25,98","28,87",160,s6,fusiform,"225,197",1,truncated,terminal,"4,4",fc,pelagic,18,70,52,"0,01515563","3,06",species,33,genus,55,50,native,"-27,6","34,7",0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,5,1,0,vu,"64,86",high,
1429,actinopterygii,perciformes,lutjanidae,lutjanus,lutjanus dentatus,mob,day,smallg,low,"23,33",26,"28,92",150,s6,fusiform,"196,822",1,truncated,terminal,4,fc,pelagic,0,"155,4","155,4","0,007067115","3,260,642,738",genus,33,genus,NA,10,native,"0,19","13,91",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,dd,"74,09",high,
794,actinopterygii,perciformes,lutjanidae,lutjanus,lutjanus endecacanthus,mob,day,smallg,low,"25,5",27,"28,88",85,s6,fusiform,"185,408",1,truncated,terminal,"4,1",im,pelagic,0,"155,4","155,4","0,007067115","3,260,642,738",genus,33,genus,NA,9,native,"0,19","9,16",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,dd,"51,55",high,
1070,actinopterygii,perciformes,lutjanidae,lutjanus,lutjanus fulgens,mob,day,smallg,low,23,"25,5","28,44",60,s5,fusiform,"228,413",2,truncated,terminal,4,im,pelagic,5,150,145,"0,007067115","3,260,642,738",genus,33,genus,NA,12,native,"0,19","15,63",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,1,0,lc,"38,55",high,
1439,actinopterygii,perciformes,lutjanidae,lutjanus,lutjanus goreensis,mob,day,smallg,low,"20,57","23,28","26,11",80,s5,fusiform,"169,899",1,truncated,terminal,4,im,pelagic,0,50,50,"0,007067115","3,260,642,738",genus,33,genus,NA,24,native,"0,19","32,8",0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3,1,0,dd,"48,91",high,
266,actinopterygii,perciformes,lutjanidae,lutjanus,lutjanus griseus,mob,day,smallg,low,"23,03","25,92","28,93",89,s6,fusiform,"177,717",1,truncated,terminal,"4,2",im,pelagic,1,180,179,"0,0182","2,94",species,41,species,30,51,native,"-27,6","34,7",0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,5,1,0,lc,"39,82",high,
152,actinopterygii,perciformes,lutjanidae,lutjanus,lutjanus guttatus,mob,night,smallg,bottom,"23,5","25,63","27,91",80,s5,fusiform,"224,803",1,truncated,terminal,4,im,pelagic,1,107,106,"0,0143",3,species,24,species,NA,32,native,-12,"30,3",0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,4,0,1,lc,"34,53",high,
153,actinopterygii,perciformes,lutjanidae,lutjanus,lutjanus inermis,vmob,night,smallg,bottom,"25,42","27,02","28,79",34,s4,fusiform,"186,834",1,forked,terminal,"3,8",im,pelagic,1,40,39,"0,007067115","3,260,642,738",species,33,genus,NA,16,native,"-1,29","23,79",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,lc,"29,01",high,
154,actinopterygii,perciformes,lutjanidae,lutjanus,lutjanus jocu,mob,day,smallg,low,"23,62","26,17","28,83",128,s6,fusiform,"138,693",1,truncated,terminal,"4,4",im,pelagic,0,150,150,"0,0085","3,2",species,33,genus,33,49,native,"-27,6","34,7",0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,6,1,0,dd,"66,26",high,
155,actinopterygii,perciformes,lutjanidae,lutjanus,lutjanus jordani,vmob,night,smallg,bottom,"24,3","26,29","28,33",60,s5,fusiform,"112,635",1,truncated,terminal,"4,5",im,pelagic,1,200,199,"0,007067115","3,260,642,738",species,33,genus,NA,28,native,-12,"28,75",0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,4,0,1,lc,"38,55",high,
161,actinopterygii,perciformes,lutjanidae,lutjanus,lutjanus mahogoni,mob,day,smallg,low,"23,98","26,63","29,34",48,s4,fusiform,"201,138",1,forked,terminal,"4,3",im,pelagic,0,100,100,"0,0947","2,57",species,33,genus,18,36,native,"10,53","34,7",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,lc,"53,42",high,
169,actinopterygii,perciformes,lutjanidae,lutjanus,lutjanus novemfasciatus,vmob,night,sol,bottom,"23,21","25,2","27,36",170,s6,fusiform,"186,971",1,truncated,terminal,"4,1",fc,pelagic,2,60,58,"0,01451811",3,species,22,species,NA,33,native,-12,"37,4",0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,5,0,1,lc,"76,05",high,
170,actinopterygii,perciformes,lutjanidae,lutjanus,lutjanus peru,vmob,night,largeg,low,"22,58","24,63","26,91",95,s6,fusiform,"241,592",1,truncated,terminal,4,im,pelagic,1,80,79,"0,007067115","3,260,642,738",genus,33,genus,NA,30,native,-12,"37,4",0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,4,0,1,lc,"40,35",high,
171,actinopterygii,perciformes,lutjanidae,lutjanus,lutjanus purpureus,mob,day,smallg,low,"24,52","26,52","28,6",100,s6,fusiform,"158,402",1,truncated,terminal,"3,6",im,pelagic,26,340,314,"0,007067115","3,260,642,738",genus,33,genus,NA,38,native,"-24,98","32,7",0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,5,1,0,ne,"59,8",high,
181,actinopterygii,perciformes,lutjanidae,lutjanus,lutjanus synagris,mob,day,smallg,low,"22,67","25,55","28,54",60,s5,fusiform,"146,359",1,truncated,terminal,"3,8",im,pelagic,10,400,390,"0,0898","2,63",species,30,species,19,55,native,"-35,3","34,7",0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,5,1,0,nt,"37,21",medium,
183,actinopterygii,perciformes,lutjanidae,lutjanus,lutjanus viridis,vmob,night,largeg,bottom,"24,45","26,29","28,4",30,s3,fusiform,"189,422",1,truncated,terminal,"4,2",im,pelagic,1,60,59,"0,007067115","3,260,642,738",species,38,species,NA,26,native,"-1,29","28,75",0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,3,0,1,lc,"26,59",high,
46852,actinopterygii,perciformes,gobiidae,lythrypnus,lythrypnus alphigena,sed,day,pair,bottom,26,"27,44",29,"4,4",s1,elongated,NA,NA,rounded,superior,"3,2",im,demersal,1,91,90,"0,00992","2,973",genus,NA,,NA,NA,native,"5,53","5,53",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,dd,10,not_targeted,
61321,actinopterygii,perciformes,gobiidae,lythrypnus,lythrypnus brasiliensis,sed,day,sol,bottom,"23,61","25,44","27,61","1,6",s1,elongated,"0,25",1,truncated,terminal,3,im,demersal,0,15,15,"0,01203538","2,744",genus,58,genus,NA,11,native,"-24,98","-0,87",0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,3,1,0,ne,10,very high,
54397,actinopterygii,perciformes,gobiidae,lythrypnus,lythrypnus cobalus,sed,day,pair,bottom,26,"27,44",29,"2,6",s1,elongated,NA,NA,rounded,terminal,"3,2",im,demersal,30,90,60,"0,01203538","2,744",genus,58,genus,NA,1,native,"5,53","5,53",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,dd,10,very high,
56503,actinopterygii,perciformes,gobiidae,lythrypnus,lythrypnus crocodilus,sed,day,sol,bottom,25,"27,08","29,21","1,5",s1,elongated,NA,NA,truncated,terminal,"3,2",im,demersal,1,18,17,"0,01203538","2,744",genus,58,genus,NA,25,native,"-22,96",27,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,lc,10,very high,
3885,actinopterygii,perciformes,gobiidae,lythrypnus,lythrypnus dalli,sed,day,pair,bottom,"22,07","24,51","27,1","6,4",s1,elongated,"0,563515",1,truncated,terminal,"3,2",im,demersal,1,76,75,"0,01203538","2,744",species,58,species,NA,24,native,"-0,63","37,4",0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,4,0,1,lc,"12,01",very high,
16648,actinopterygii,perciformes,gobiidae,lythrypnus,lythrypnus elasson,sed,day,sol,bottom,"24,72","27,08","29,55","1,6",s1,elongated,NA,NA,truncated,terminal,3,im,demersal,0,11,11,"0,01203538","2,744",genus,58,genus,NA,25,native,"11,8",30,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,lc,10,very high,
25542,actinopterygii,perciformes,gobiidae,lythrypnus,lythrypnus gilberti,sed,day,pair,bottom,"20,26",23,"25,66","4,5",s1,elongated,"119,311",1,rounded,superior,"3,5",im,demersal,1,40,39,"0,01203538","2,744",genus,58,genus,NA,3,native,"-0,63","-0,63",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,vu,10,very high,
16646,actinopterygii,perciformes,gobiidae,lythrypnus,lythrypnus heterochroma,sed,day,sol,bottom,"24,9","27,29","29,73","2,5",s1,elongated,NA,NA,truncated,terminal,"3,1",im,demersal,10,36,26,"0,01203538","2,744",genus,58,genus,NA,17,native,"11,8",27,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,lc,10,very high,
46862,actinopterygii,perciformes,gobiidae,lythrypnus,lythrypnus insularis,sed,day,sol,bottom,24,"25,32",28,"2,5",s1,elongated,NA,NA,rounded,terminal,"3,1",om,demersal,3,18,15,"0,01203538","2,744",genus,58,genus,NA,4,native,"18,77","18,77",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,vu,10,very high,
57929,actinopterygii,perciformes,gobiidae,lythrypnus,lythrypnus minimus,sed,day,sol,bottom,"24,76","26,98","29,59","1,5",s1,elongated,NA,NA,truncated,terminal,"3,2",im,demersal,1,20,19,"0,01203538","2,744",genus,58,genus,NA,23,native,"10,53",27,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,lc,10,very high,
56505,actinopterygii,perciformes,gobiidae,lythrypnus,lythrypnus mowbrayi,sed,day,sol,bottom,"18,55","22,59","27,92","2,5",s1,elongated,NA,NA,truncated,terminal,"3,2",im,demersal,4,52,48,"0,01203538","2,744",genus,58,genus,NA,2,native,"32,37","32,37",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,lc,10,very high,
3886,actinopterygii,perciformes,gobiidae,lythrypnus,lythrypnus nesiotes,sed,day,sol,bottom,"24,17","26,81","29,46",2,s1,elongated,NA,NA,truncated,terminal,3,im,demersal,5,51,46,"0,01203538","2,744",genus,58,genus,NA,34,native,"10,53","32,7",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,lc,10,very high,
16647,actinopterygii,perciformes,gobiidae,lythrypnus,lythrypnus okapia,sed,day,sol,bottom,"23,63","26,21","29,3","1,1",s1,elongated,NA,NA,truncated,terminal,"2,8",im,demersal,0,15,15,"0,01203538","2,744",genus,58,genus,NA,20,native,"11,8","32,37",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,lc,10,very high,
3887,actinopterygii,perciformes,gobiidae,lythrypnus,lythrypnus phorellus,sed,day,sol,bottom,"20,66","24,64","28,56",2,s1,elongated,NA,NA,truncated,terminal,3,im,demersal,1,34,33,"0,01203538","2,744",genus,58,genus,NA,29,native,"-22,96","34,7",0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,4,1,0,lc,10,very high,
46859,actinopterygii,perciformes,gobiidae,lythrypnus,lythrypnus pulchellus,sed,day,sol,bottom,"16,45",22,"28,07","4,5",s1,elongated,"13,568",1,rounded,terminal,"3,3",im,demersal,2,70,68,"0,01203538","2,744",genus,58,genus,NA,7,native,"25,5","28,75",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,lc,10,very high,
46849,actinopterygii,perciformes,gobiidae,lythrypnus,lythrypnus rhizophora,sed,day,pair,bottom,"24,75","26,47","28,06","3,4",s1,elongated,NA,NA,truncated,superior,"3,5",im,demersal,1,20,19,"0,01203538","2,744",genus,58,genus,NA,8,native,"-0,63","9,6",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0,1,dd,10,very high,
46863,actinopterygii,perciformes,gobiidae,lythrypnus,lythrypnus solanensis,sed,day,pair,bottom,"26,27","27,03","27,91","3,4",s1,elongated,NA,NA,rounded,terminal,"3,2",im,demersal,NA,57,NA,"0,01203538","2,744",genus,58,genus,NA,1,native,"2,97","2,97",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,dd,10,very high,
3888,actinopterygii,perciformes,gobiidae,lythrypnus,lythrypnus spilus,sed,day,sol,bottom,"23,51","26,46","29,3","2,5",s1,elongated,NA,NA,truncated,terminal,"3,1",im,demersal,1,26,25,"0,01203538","2,744",genus,58,genus,NA,34,native,"11,8","32,7",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,lc,10,very high,
3889,actinopterygii,perciformes,gobiidae,lythrypnus,lythrypnus zebra,sed,day,pair,bottom,"17,99","20,85","24,86","5,7",s1,elongated,NA,NA,rounded,terminal,"3,2",im,demersal,1,100,99,"0,01203538","2,744",genus,NA,,1,9,native,"18,77","37,4",0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,1,lc,"10,53",very high,
5795,actinopterygii,perciformes,malacanthidae,malacanthus,malacanthus brevirostris,sed,day,sol,low,"25,08","26,33","27,65",32,s4,elongated,"134,678",1,truncated,terminal,"3,5",im,pelagic,5,50,45,"0,004941974",3,species,NA,,NA,263,native,"-1,29","9,6",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0,1,ne,"33,47",very high,
3541,actinopterygii,perciformes,malacanthidae,malacanthus,malacanthus plumieri,sed,day,sol,low,"23,81","26,21","28,84",70,s5,elongated,"124,958",1,forked,terminal,"3,7",im,pelagic,10,153,143,"0,004941974",3,genus,NA,,NA,50,native,"-27,6","32,7",0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,6,1,0,lc,"63,15",very high,
22684,actinopterygii,perciformes,labrisomidae,malacoctenus,malacoctenus africanus,sed,day,sol,bottom,"20,5",24,28,"7,3",s2,elongated,NA,NA,rounded,terminal,"3,5",im,demersal,0,13,13,"0,0245149","2,223",genus,26,genus,NA,4,native,"13,91","15,63",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,1,0,dd,10,not_targeted,
3736,actinopterygii,perciformes,labrisomidae,malacoctenus,malacoctenus aurolineatus,sed,day,sol,bottom,"25,02","27,26","29,58",6,s1,elongated,NA,NA,rounded,terminal,"3,2",im,demersal,0,5,5,"0,0245149","2,223",genus,26,genus,NA,28,native,"10,53",27,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,lc,10,not_targeted,
16476,actinopterygii,perciformes,labrisomidae,malacoctenus,malacoctenus boehlkei,sed,day,sol,bottom,"24,99","27,21","29,6","6,4",s1,elongated,NA,NA,rounded,terminal,"3,4",im,demersal,3,30,27,"0,0245149","2,223",genus,26,genus,NA,22,native,"11,8",27,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,lc,10,not_targeted,
54355,actinopterygii,perciformes,labrisomidae,malacoctenus,malacoctenus costaricanus,sed,day,sol,bottom,26,28,"29,13","6,2",s1,elongated,"100,852",1,truncated,terminal,"3,4",im,demersal,1,10,9,"0,0245149","2,223",genus,26,genus,NA,2,native,"8,01","8,01",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,dd,10,not_targeted,
27899,actinopterygii,perciformes,labrisomidae,malacoctenus,malacoctenus delalandii,sed,day,sol,bottom,"24,15","26,22","28,51","8,2",s2,elongated,"100,393",1,rounded,terminal,"3,4",im,demersal,0,3,3,"0,0245149","2,223",genus,26,genus,NA,33,native,"-27,6",27,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,3,1,0,lc,10,not_targeted,
46665,actinopterygii,perciformes,labrisomidae,malacoctenus,malacoctenus ebisui,sed,day,sol,bottom,"23,99","26,46","29,13","6,5",s1,elongated,"134,848",1,truncated,terminal,"3,5",im,demersal,1,25,24,"0,0245149","2,223",species,26,genus,NA,18,native,"2,97","28,75",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,lc,10,not_targeted,
16478,actinopterygii,perciformes,labrisomidae,malacoctenus,malacoctenus erdmani,sed,day,sol,bottom,"25,28","27,32","29,49","3,8",s1,elongated,NA,NA,truncated,terminal,3,im,demersal,0,6,6,"0,0245149","2,223",genus,26,genus,NA,22,native,"11,8",27,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,lc,10,not_targeted,
46670,actinopterygii,perciformes,labrisomidae,malacoctenus,malacoctenus gigas,sed,day,sol,bottom,"16,96","21,66","26,81",13,s2,elongated,NA,NA,rounded,terminal,"3,5",im,demersal,1,5,4,"0,0245149","2,223",genus,26,genus,NA,9,native,"24,7","30,3",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,lc,10,not_targeted,
16559,actinopterygii,perciformes,labrisomidae,malacoctenus,malacoctenus gilli,sed,day,sol,bottom,"24,75","26,95","29,36","7,6",s2,elongated,NA,NA,rounded,terminal,"3,5",im,demersal,1,5,4,"0,0245149","2,223",genus,26,genus,NA,30,native,"10,53","32,37",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,lc,10,not_targeted,
46741,actinopterygii,perciformes,labrisomidae,malacoctenus,malacoctenus hubbsi,sed,day,sol,bottom,"17,21","21,75","26,61",9,s2,elongated,"126,009",1,truncated,terminal,"3,5",im,demersal,1,8,7,"0,0245149","2,223",genus,24,species,NA,13,native,"23,79","30,3",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,lc,10,not_targeted,
3737,actinopterygii,perciformes,labrisomidae,malacoctenus,malacoctenus macropus,sed,day,sol,bottom,"24,09","26,74","29,47","5,5",s1,elongated,NA,NA,rounded,terminal,"3,4",im,demersal,0,8,8,"0,0245149","2,223",genus,27,species,NA,36,native,"10,53","32,7",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,lc,10,not_targeted,
46739,actinopterygii,perciformes,labrisomidae,malacoctenus,malacoctenus margaritae,sed,day,sol,bottom,"23,81","25,99","28,01","6,5",s1,elongated,"0,9636",1,truncated,terminal,"3,5",im,demersal,1,21,20,"0,0245149","2,223",species,26,genus,NA,19,native,"8,01","30,3",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,lc,10,not_targeted,
25522,actinopterygii,perciformes,labrisomidae,malacoctenus,malacoctenus tetranemus,sed,day,sol,bottom,"22,14","24,44","26,9","7,5",s2,elongated,"171,848",1,rounded,terminal,"3,5",im,demersal,1,25,24,"0,0245149","2,223",species,26,genus,NA,32,native,-12,"30,3",0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,4,0,1,lc,10,not_targeted,
3738,actinopterygii,perciformes,labrisomidae,malacoctenus,malacoctenus triangulatus,sed,day,sol,bottom,"24,69","27,09","29,53","7,5",s2,elongated,NA,NA,rounded,terminal,"3,5",im,demersal,0,15,15,"0,0245149","2,223",genus,26,genus,NA,32,native,"10,53","32,7",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,lc,10,not_targeted,
16570,actinopterygii,perciformes,labrisomidae,malacoctenus,malacoctenus versicolor,sed,day,sol,bottom,"25,03","27,26","29,59","7,6",s2,elongated,NA,NA,rounded,terminal,"3,1",im,demersal,0,7,7,"0,0245149","2,223",genus,26,genus,NA,27,native,"10,53",27,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,lc,10,not_targeted,
